ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
0.67,Up,Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons inadvertently taking a young stowaway.,1,balloon|house|promise|retirement|skeleton,Animation Adventure Comedy,29-May-09,96,Pete Docter,John Ratzenberger,120265,Delroy Lindo,313,Jess Harnell,0,8.3,703996,88,175000000,175000000,English,USA,PG,1.85
0.13,Monsters vs. Aliens,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,3,alien|alien invasion|alien space craft|giant|giantess,Animation Action Adventure,27-Mar-09,94,Rob Letterman,Amy Poehler,229402,Rainn Wilson,4392479,Stephen Colbert,12797683,6.5,118752,56,175000000,175000000,English,USA,PG,2.35
1.27,Iron Man,After being held captive in an Afghan cave billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.,1,afghanistan|billionaire|inventor|playboy|u.s. air force,Action Adventure Sci-Fi,2-May-08,126,Jon Favreau,Robert Downey Jr.,7884478,Jeff Bridges,160352,Jon Favreau,451644,7.9,723653,79,140000000,140000000,English,USA,PG-13,2.35
-0.57,Hugo,In Paris in 1931 an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.,1,automaton|mechanical|railway station|steampunk|train,Adventure Drama Family,23-Nov-11,126,Martin Scorsese,ChloÃ« Grace Moretz,0,Christopher Lee,3457,Ray Winstone,2543,7.5,253555,83,170000000,170000000,English,USA,PG,1.85
-0.33,Wild Wild West,The two best hired guns in the West must save President Grant from the clutches of a nineteenth-century inventor-villain.,3,buddy movie|general|inventor|steampunk|utah,Action Comedy Sci-Fi,30-Jun-99,106,Barry Sonnenfeld,Will Smith,390827,Salma Hayek,172862,Bai Ling,14118,4.8,132522,38,170000000,170000000,English,USA,PG-13,1.85
-0.3,The Mummy: Tomb of the Dragon Emperor,In the Far East Alex O'Connell the son of famed mummy fighters Rick and Evy O'Connell unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.,1,army|china|emperor|mummy|shangri la,Action Adventure Fantasy,1-Aug-08,112,Rob Cohen,Jet Li,0,Brendan Fraser,564,Russell Wong,0,5.2,121859,31,145000000,145000000,English,USA,PG-13,2.35
-0.08,Suicide Squad,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,1,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,Action Adventure Fantasy,5-Aug-16,123,David Ayer,Will Smith,390827,Robin Atkin Downes,0,Ike Barinholtz,206093,6.3,350271,40,175000000,175000000,English,USA,PG-13,2.35
-0.43,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,1,ark|change|congressman|depiction of god|flood,Comedy Family Fantasy,22-Jun-07,96,Tom Shadyac,Jimmy Bennett,513880,Morgan Freeman,27647,Steve Carell,5058203,5.4,118208,37,175000000,175000000,English,USA,PG,2.35
-0.44,Edge of Tomorrow,A soldier fighting aliens gets to relive the same day over and over again the day restarting every time he dies.,1,alien|combat|dying repeatedly|end of the world|time loop,Action Adventure Sci-Fi,6-Jun-14,113,Doug Liman,Tom Cruise,6183597,Lara Pulver,97219,Noah Taylor,0,7.9,459882,71,178000000,178000000,English,USA,PG-13,2.35
-0.5,Waterworld,In a future where the polar ice-caps have melted and Earth is almost entirely submerged a mutated mariner fights starvation and outlaw smokers and reluctantly helps a woman and a young girl try to find dry land.,1,future|sail|sea|smoker|water,Action Adventure Sci-Fi,28-Jul-95,135,Kevin Reynolds,Jeanne Tripplehorn,276,Rick Aviles,0,Zakes Mokae,0,6.1,148906,56,175000000,175000000,English,USA,PG-13,1.85
-0.14,G.I. Joe: The Rise of Cobra,An elite military unit comprised of special operatives known as G.I. Joe operating out of The Pit takes on an evil organization led by a notorious arms dealer.,1,cobra|gi joe|snake|train|warhead,Action Adventure Sci-Fi,7-Aug-09,118,Stephen Sommers,Joseph Gordon-Levitt,4216319,Dennis Quaid,1283,Leo Howard,386478,5.8,178135,32,175000000,175000000,English,USA,PG-13,2.35
1.04,Inside Out,After young Riley is uprooted from her Midwest life and moved to San Francisco her emotions - Joy Fear Anger Disgust and Sadness - conflict on how best to navigate a new city house and school.,3,anger|joy|memory|running away|sadness,Animation Adventure Comedy,19-Jun-15,95,Pete Docter,Amy Poehler,229402,Mindy Kaling,8743089,Phyllis Smith,0,8.2,393527,94,175000000,175000000,English,USA,PG,1.85
1.07,The Jungle Book,After a threat from the tiger Shere Khan forces him to flee the jungle a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free spirited bear Baloo.,1,fire|jungle|remake|tiger|wolf,Adventure Drama Family,15-Apr-16,106,Jon Favreau,Scarlett Johansson,0,Bill Murray,3176,Garry Shandling,577268,7.5,185876,77,175000000,175000000,English,UK,PG,1.85
0.56,Iron Man 2,With the world now aware of his identity as Iron Man Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.,1,hammer|military|monaco|revenge|tony stark,Action Adventure Sci-Fi,7-May-10,124,Jon Favreau,Robert Downey Jr.,7884478,Scarlett Johansson,0,Jon Favreau,451644,7,543285,57,200000000,200000000,English,USA,PG-13,2.35
-0.09,Snow White and the Huntsman,In a twist to the fairy tale the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.,3,evil queen|fairy tale|magic|queen|snow white,Action Adventure Drama,1-Jun-12,127,Rupert Sanders,Chris Hemsworth,2277774,Kristen Stewart,35705,Sam Claflin,933297,6.1,236842,57,170000000,170000000,English,USA,PG-13,2.35
0.34,Maleficent,A vengeful fairy is driven to curse an infant princess only to discover that the child may be the one person who can restore peace to their troubled land.,1,curse|dark fantasy|fairy|king|kingdom,Action Adventure Family,30-May-14,97,Robert Stromberg,Angelina Jolie Pitt,0,Sharlto Copley,12991,Sam Riley,5502,7,264276,56,180000000,180000000,English,USA,PG,2.35
0.23,Dawn of the Planet of the Apes,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,3,ape|dam|leader|post apocalypse|sequel,Action Adventure Drama,11-Jul-14,130,Matt Reeves,Gary Oldman,0,Judy Greer,88515,Kodi Smit-McPhee,16615,7.6,330569,79,170000000,170000000,English,USA,PG-13,1.85
?,Time Traveller,An epic sweeping and riveting tale of an impossible love set across two time periods and continents.,3,1770s|british india|great barrier reef|india|ring,Action Adventure Romance,13-Feb-15,109,Roland JoffÃ©,Tamsin Egerton,19428,Alice Englert,6215,Bipasha Basu,5150791,4.5,2377,19,?,?,English,Belgium,R,?
-0.78,47 Ronin,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,1,box office flop|ronin|samurai|shogun|tournament,Action Adventure Drama,25-Dec-13,128,Carl Rinsch,Keanu Reeves,63829,Cary-Hiroyuki Tagawa,10160,Jin Akanishi,551418,6.3,121037,28,175000000,175000000,English,USA,PG-13,2.35
0.53,Captain America: The Winter Soldier,As Steve Rogers struggles to embrace his role in the modern world he teams up with a fellow Avenger and S.H.I.E.L.D agent Black Widow to battle a new threat from history: an assassin known as the Winter Soldier.,2,conspiracy|heroism|megalomaniac|super soldier|world domination,Action Adventure Sci-Fi,4-Apr-14,136,Anthony Russo,Scarlett Johansson,0,Chris Evans,5139181,Hayley Atwell,0,7.8,527499,70,170000000,170000000,English,USA,PG-13,2.35
0.44,Shrek Forever After,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,1,alternate world|fairy tale parody|female warrior|ogre|true love,Animation Adventure Comedy,21-May-10,93,Mike Mitchell,Jon Hamm,0,Kathy Griffin,2039880,Mary Kay Place,178,6.3,144620,58,165000000,165000000,English,USA,PG,2.35
-0.51,Tomorrowland,Bound by a shared destiny a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.,1,boy genius|futuristic city|inventor|teenage girl|time travel,Action Adventure Family,22-May-15,130,Brad Bird,Judy Greer,88515,Chris Bauer,22444,Thomas Robinson,125224,6.5,138712,60,190000000,190000000,English,USA,PG,2.2
0.35,Big Hero 6,The special bond that develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada who team up with a group of friends to form a band of high-tech heroes.,3,high tech|martial arts|masked man|robot|superhero,Animation Action Adventure,7-Nov-14,102,Don Hall,Damon Wayans Jr.,0,Daniel Henney,124864,Abraham Benrubi,3929,7.9,300379,74,165000000,165000000,English,USA,PG,2.39
0.15,Wreck-It Ralph,A video game villain wants to be a hero and sets out to fulfill his dream but his quest brings havoc to the whole arcade where he lives.,2,arcade|candy|glitch|king|medal,Animation Adventure Comedy,2-Nov-12,101,Rich Moore,Jack McBrayer,0,Sarah Silverman,10179056,Joe Lo Truglio,61004,7.8,284996,72,165000000,165000000,English,USA,PG,2.35
-1,The Polar Express,A young boy embarks on a magical adventure to the North Pole on the Polar Express. During his adventure he learns about friendship bravery and the spirit of Christmas.,3,boy|christmas|christmas eve|north pole|train,Animation Adventure Family,10-Nov-04,100,Robert Zemeckis,Tom Hanks,12743172,Eddie Deezen,0,Peter Scolari,0,6.6,129945,61,165000000,165000000,English,USA,G,2.35
-0.38,Independence Day: Resurgence,Two decades after the first Independence Day invasion Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?,2,alien|battle|defense|independence day|mothership,Action Adventure Sci-Fi,24-Jun-16,120,Roland Emmerich,Vivica A. Fox,506462,Sela Ward,112505,Judd Hirsch,0,5.3,114934,32,165000000,165000000,English,USA,PG-13,2.35
0.32,How to Train Your Dragon,A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself and learns there may be more to the creatures than he assumed.,1,dragon|island|training|viking|village,Animation Action Adventure,26-Mar-10,98,Dean DeBlois,Gerard Butler,449827,America Ferrera,150680,Craig Ferguson,2765446,8.2,512743,74,165000000,165000000,English,USA,PG,2.35
-0.25,Terminator 3: Rise of the Machines,A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.,1,drifter|exploding truck|future|machine|skynet,Action Sci-Fi Thriller,2-Jul-03,109,Jonathan Mostow,Nick Stahl,0,M.C. Gainey,0,Carolyn Hennesy,109934,6.4,314509,66,200000000,200000000,English,USA,R,2.35
0.96,Guardians of the Galaxy,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,1,bounty hunter|outer space|raccoon|talking animal|tree,Action Adventure Sci-Fi,1-Aug-14,121,James Gunn,Bradley Cooper,15384,Vin Diesel,42184,Djimon Hounsou,77708,8.1,730398,76,170000000,170000000,English,USA,PG-13,2.35
0.14,Interstellar,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,1,black hole|father daughter relationship|saving the world|space travel|wormhole,Adventure Drama Sci-Fi,7-Nov-14,169,Christopher Nolan,Matthew McConaughey,2386187,Anne Hathaway,5848,Mackenzie Foy,60772,8.6,1006066,74,165000000,165000000,English,USA,PG-13,2.35
0.83,Inception,A thief who steals corporate secrets through use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.,1,ambiguous ending|corporate espionage|dream|subconscious|thief,Action Adventure Sci-Fi,16-Jul-10,148,Christopher Nolan,Leonardo DiCaprio,17149366,Tom Hardy,28551,Joseph Gordon-Levitt,4216319,8.8,1543084,74,160000000,160000000,English,USA,PG-13,2.35
?,Shin Godzilla,Japan is plunged into chaos upon the appearance of a giant monster.,1,blood|godzilla|monster|sequel,Action Adventure Drama,29-Jul-16,120,Hideaki Anno,Mark Chinnery,0,Shin'ya Tsukamoto,0,Atsuko Maeda,0,7.1,5573,68,?,?,Japanese,Japan,NOT RATED,2.35
0.68,The Hobbit: An Unexpected Journey,A reluctant hobbit Bilbo Baggins sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug.,3,dragon|dwarf|hobbit|orc|wizard,Adventure Fantasy,14-Dec-12,169,Peter Jackson,Aidan Turner,68058,Adam Brown,2923,James Nesbitt,0,7.9,660431,58,180000000,180000000,English,USA,PG-13,2.35
2.8,The Fast and the Furious,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,1,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,Action Crime Thriller,22-Jun-01,106,Rob Cohen,Paul Walker,2638588,Vin Diesel,42185,Jordana Brewster,690605,6.7,280643,58,38000000,38000000,English,USA,PG-13,2.35
-0.15,The Curious Case of Benjamin Button,Tells the story of Benjamin Button a man who starts aging backwards with bizarre consequences.,1,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,Drama Fantasy Romance,25-Dec-08,166,David Fincher,Brad Pitt,56075,Jason Flemyng,0,Julia Ormond,19150,7.8,477712,70,150000000,150000000,English,USA,PG-13,2.35
-0.08,X-Men: First Class,In 1962 the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.,1,cia|cia agent|mutant|nuclear war|professor,Action Adventure Sci-Fi,3-Jun-11,132,Matthew Vaughn,Jennifer Lawrence,13157,Michael Fassbender,45301,Oliver Platt,22732,7.8,537339,65,160000000,160000000,English,USA,PG-13,2.35
0.76,The Hunger Games: Mockingjay - Part 2,As the war of Panem escalates to the destruction of other districts Katniss Everdeen the reluctant leader of the rebellion must bring together an army against President Snow while all she holds dear hangs in the balance.,1,death of sister|dystopia|execution|rebellion|revolution,Action Adventure Sci-Fi,20-Nov-15,137,Francis Lawrence,Jennifer Lawrence,13157,Philip Seymour Hoffman,414,Josh Hutcherson,2990063,6.6,193699,65,160000000,160000000,English,USA,PG-13,2.35
-0.58,The Sorcerer's Apprentice,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la FÃ©e.,1,chosen one|enchanted object|love|spell|training,Action Adventure Family,14-Jul-10,109,Jon Turteltaub,Nicolas Cage,11021,Omar Benson Miller,64778,Robert Capron,0,6.1,128849,46,150000000,150000000,English,USA,PG,2.35
-0.62,Poseidon,On New Year's Eve the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.,1,cruise|escape|ocean|passenger|water,Action Adventure Drama,12-May-06,98,Wolfgang Petersen,Jimmy Bennett,513880,Mike Vogel,90195,Andre Braugher,1871,5.6,83910,50,160000000,160000000,English,USA,PG-13,2.35
-0.55,Alice Through the Looking Glass,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,3,clock|dark fantasy|mad hatter|queen|sequel,Adventure Family Fantasy,27-May-16,113,James Bobin,Johnny Depp,9107,Alan Rickman,57891,Anne Hathaway,5848,6.3,50421,34,170000000,170000000,English,USA,PG,1.85
1,Shrek the Third,When his new father-in-law King Harold falls ill Shrek is looked at as the heir to the land of Far Far Away. Not one to give up his beloved swamp Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona however rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.,1,disney spoof|fairy tale|prince|princess|tough guy,Animation Adventure Comedy,18-May-07,93,Chris Miller,Justin Timberlake,58224137,Eric Idle,341759,Rupert Everett,0,6.1,220019,58,160000000,160000000,English,USA,PG,1.85
-0.71,Warcraft: The Beginning,As an Orc horde invades the planet Azeroth using a magic portal a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.,1,based on video game|fictional language|fictional war|orc|sword and sorcery,Action Adventure Fantasy,10-Jun-16,123,Duncan Jones,Dominic Cooper,102059,Callum Rennie,0,Ruth Negga,0,7,176199,32,160000000,160000000,English,USA,PG-13,2.35
-0.42,Terminator Genisys,When John Connor leader of the human resistance sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future an unexpected turn of events creates a fractured timeline.,1,alternate timeline|cyborg|future|robot|time machine,Action Adventure Sci-Fi,1-Jul-15,126,Alan Taylor,J.K. Simmons,180,Emilia Clarke,535096,Matt Smith,51476,6.5,199912,38,155000000,155000000,English,USA,PG-13,2.35
